Ссылка,Изображение,Название,Старая цена,Новая цена,Автор
https://www.chitai-gorod.ru/product/rik-i-morti-istorii-za-kadrom-2748785,https://content.img-gorod.ru/pim/products/images/dd/fb/019038f4-e95d-7cf4-8109-747d3fd6ddfb.jpg,Рик и Морти. Истории за кадром,2 529 ₽,2 191 ₽,Кайл Старкс

https://www.chitai-gorod.ru/product/mayor-grom-1939-2762445,https://content.img-gorod.ru/pim/products/images/f8/eb/018ee2ee-f3c0-7d0e-b701-605e1388f8eb.jpg,Майор Гром. 1939,829 ₽,568 ₽,Алексей Волков

https://www.chitai-gorod.ru/product/fnaf-nepravilnye-graficheskiy-roman-2950832,https://content.img-gorod.ru/pim/products/images/30/39/018f5f4e-b77e-7ae1-b377-67d04e673039.jpg,ФНАФ. Неправильные. Графический роман,1 259 ₽,1 049 ₽,"Кира Брид-Райсли, Скотт Коутон"

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-4-sud-nad-orakulom-tom-3-3003275,https://content.img-gorod.ru/pim/products/images/0d/d4/018f61ac-817a-7b12-8ce8-69d915140dd4.jpg,W.I.T.C.H. Часть 4. Суд над оракулом. Том 3,1 649 ₽,1 411 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/metabaron-tom-2-3006703,https://content.img-gorod.ru/pim/products/images/b5/bb/018f6164-2268-7121-abd9-29b35df8b5bb.jpg,Метабарон. Том 2,2 309 ₽,1 996 ₽,Алехандро Ходоровски

https://www.chitai-gorod.ru/product/geroy-nashego-vremeni-graficheskiy-roman-3025373,https://content.img-gorod.ru/pim/products/images/43/4b/018fb103-0651-759f-82ea-ec5352b3434b.jpg,Герой нашего времени. Графический роман,879 ₽,715 ₽,Михаил Лермонтов

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-4-sud-nad-orakulom-tom-2-3003274,https://content.img-gorod.ru/pim/products/images/5a/39/018f61ac-bead-76ab-bc81-33a6c83c5a39.jpg,W.I.T.C.H. Часть 4. Суд над оракулом. Том 2,1 649 ₽,1 411 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/odri-hepbern-angel-s-pechalnymi-glazami-3050802,https://content.img-gorod.ru/pim/products/images/2c/18/0190b682-24e9-7761-a8c2-ffa725922c18.jpg,Одри Хепберн: ангел с печальными глазами,1 249 ₽,1 060 ₽,Жан-Люк Корнетт

https://www.chitai-gorod.ru/product/bubble-gam-almanah-7-kniga-komiksov-3043374,https://content.img-gorod.ru/pim/products/images/6e/09/019002f8-56ca-7f86-b629-b811ee2f6e09.jpg,BUBBLE ГАМ. Альманах # 7: книга комиксов,,469 ₽,Кирилл Кутузов

https://www.chitai-gorod.ru/product/sobakistan-2824916,https://content.img-gorod.ru/pim/products/images/7b/50/018ee49b-56ab-7378-b5cc-2f92dae87b50.jpg,Собакистан,729 ₽,482 ₽,Виталий Терлецкий

https://www.chitai-gorod.ru/product/portret-doriana-greya-graficheskiy-roman-2755000,https://content.img-gorod.ru/pim/products/images/55/8a/018fae9e-8f66-7701-9524-b1acd514558a.jpg,Портрет Дориана Грея. Графический роман,999 ₽,319 ₽,Оскар Уайльд

https://www.chitai-gorod.ru/product/voyny-lukasa-3035697,https://content.img-gorod.ru/pim/products/images/5e/34/018f61f4-deac-78d8-9470-f55962d65e34.jpg,Войны Лукаса,2 293 ₽,1 911 ₽,"Рено Рош, Лоран Хопман"

https://www.chitai-gorod.ru/product/shurik-i-sharik-zhurnal-20393-3035314,https://content.img-gorod.ru/pim/products/images/76/ec/018f61e9-eea9-75d4-bb6e-75dc463076ec.jpg,Шурик и Шарик. Журнал № 20393,629 ₽,514 ₽,

https://www.chitai-gorod.ru/product/komplekt-ogry-bogi-2-knigi-3043220,https://content.img-gorod.ru/pim/products/images/b0/7a/018fe3f6-f40a-7869-8925-634d142ab07a.jpg,Комплект Огры-Боги (2 книги),2 621 ₽,2 032 ₽,Юбер

https://www.chitai-gorod.ru/product/pantera-grubaya-demonstraciya-sily-3035696,https://content.img-gorod.ru/pim/products/images/8f/9d/018f61f4-178b-71a7-a72d-d27fb07b8f9d.jpg,Pantera. Грубая демонстрация силы,1 379 ₽,1 138 ₽,

https://www.chitai-gorod.ru/product/dorian-grey-graficheskiy-roman-2993550,https://content.img-gorod.ru/pim/products/images/55/fc/018f618a-16be-7472-94dc-e5562a1055fc.jpg,Дориан Грей. Графический роман,1 209 ₽,950 ₽,"Короминас , Оскар Уайльд"

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-2-mest-nerissy-tom-2-2925492,https://content.img-gorod.ru/pim/products/images/7d/82/018f6086-885d-79ec-8acd-33d8bf857d82.jpg,W.I.T.C.H. Часть 2. Месть Нериссы. Том 2,1 759 ₽,1 508 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/zvezdnye-voyny-epoha-vosstaniya-dart-veyder-3003227,https://content.img-gorod.ru/pim/products/images/33/3c/018f61a4-957c-7aa3-9229-b1f57528333c.jpg,Звездные войны. Эпоха Восстания. Дарт Вейдер,309 ₽,260 ₽,Грег Пак

https://www.chitai-gorod.ru/product/zemlya-koroley-chervovyy-tom-2881864,https://content.img-gorod.ru/pim/products/images/61/89/018f6015-d99d-7d58-a447-a2a5d3806189.jpg,Земля Королей. Червовый том,2 089 ₽,1 733 ₽,Федор Нечитайло

https://www.chitai-gorod.ru/product/igor-grom-kniga-8-vne-zakona-2814307,https://content.img-gorod.ru/pim/products/images/cc/eb/018ee446-be67-7539-b2f6-54037cb4cceb.jpg,Игорь Гром. Книга 8. Вне закона,829 ₽,568 ₽,Алексей Замский

https://www.chitai-gorod.ru/product/deshevo-i-serdito-vyhod-v-gorod-2802668,https://content.img-gorod.ru/pim/products/images/88/05/018f5e9c-11e3-791f-8275-b778148c8805.jpg,Дешево и сердито: Выход в город,1 429 ₽,1 196 ₽,Мария Протас

https://www.chitai-gorod.ru/product/marsianskie-hroniki-avtorizovannaya-graficheskaya-adaptaciya-2788439,https://content.img-gorod.ru/pim/products/images/d2/af/018f5e7f-7cd3-7f2f-944c-0879574ad2af.jpg,Марсианские хроники. Авторизованная графическая адаптация,799 ₽,207 ₽,Рэй Брэдбери

https://www.chitai-gorod.ru/product/udivitelnyy-chelovek-pauk-vremya-slavy-tom-4-3023062,https://content.img-gorod.ru/pim/products/images/93/20/018f61e3-1b14-71ef-ae80-e4ddf8969320.jpg,Удивительный Человек-паук. Время славы. Том 4,2 529 ₽,2 191 ₽,Дэн Слотт

https://www.chitai-gorod.ru/product/karatel-max-polnoe-sobranie-tom-4-3023061,https://content.img-gorod.ru/pim/products/images/04/b7/018f61e2-efee-7c59-9783-cbafd0e204b7.jpg,Каратель MAX. Полное собрание. Том 4,2 979 ₽,2 581 ₽,Гарт Эннис

https://www.chitai-gorod.ru/product/the-boys-pacany-tom-1-samoe-glavnoe-3045772,https://content.img-gorod.ru/pim/products/images/f2/d8/01900abe-1ab8-7aac-b517-379f8263f2d8.jpg,The Boys. Пацаны. Том 1. Самое главное,1 319 ₽,1 086 ₽,"Дэрик Робертсон, Гарт Эннис"

https://www.chitai-gorod.ru/product/metro-2033-chast-3-4-graficheskiy-roman-2936677,https://content.img-gorod.ru/pim/products/images/07/4b/018fa283-2c4d-7f1c-9580-ad3bb6fa074b.jpg,"Метро 2033. Часть 3, 4. Графический роман",1 429 ₽,1 196 ₽,Дмитрий Глуховский

https://www.chitai-gorod.ru/product/brsrk-kianu-rivza-3005438,https://content.img-gorod.ru/pim/products/images/35/47/018f61b3-c1fe-7b2b-b3a6-d30df3663547.jpg,"""БРСРК"" Киану Ривза",379 ₽,308 ₽,Киану Ривз

https://www.chitai-gorod.ru/product/obshchestvo-chaynyh-drakonchikov-2965968,https://content.img-gorod.ru/pim/products/images/0a/ec/018f60ed-2c62-77e6-9205-77adee220aec.jpg,Общество чайных дракончиков,649 ₽,525 ₽,Кэти О'Нил

https://www.chitai-gorod.ru/product/grom-trudnoe-detstvo-voshod-anubisa-kniga-komiksov-2960935,https://content.img-gorod.ru/pim/products/images/be/4c/018ee9a4-61d3-7f7b-b031-ab75076ebe4c.jpg,Гром: Трудное детство. Восход Анубиса: книга комиксов,759 ₽,515 ₽,Артём Габрелянов

https://www.chitai-gorod.ru/product/bloodborne-graficheskiy-roman-2880022,https://content.img-gorod.ru/pim/products/images/0f/29/018fafb4-0435-705f-b93e-4b6917490f29.jpg,Bloodborne. Графический роман,3 309 ₽,2 873 ₽,Алеш Кот

https://www.chitai-gorod.ru/product/feya-andrey-komanda-ozornik-3005688,https://content.img-gorod.ru/pim/products/images/e5/6a/018f61b4-fc40-7be6-bca0-87f5facce56a.jpg,Фея Андрей. Команда «Озорник»,429 ₽,352 ₽,

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-2-mest-nerissy-tom-1-2896641,https://content.img-gorod.ru/pim/products/images/e1/bc/018f6022-6982-710d-b934-3cd16d69e1bc.jpg,W.I.T.C.H. Часть 2. Месть Нериссы. Том 1,1 759 ₽,1 508 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/klassika-marvel-udivitelnyy-chelovek-pauk-tom-3-3015730,https://content.img-gorod.ru/pim/products/images/fb/51/018f61e1-0c00-7cf2-b1be-659b5232fb51.jpg,Классика Marvel. Удивительный Человек-Паук. Том 3,1 979 ₽,1 703 ₽,Стэн Ли

https://www.chitai-gorod.ru/product/besoboy-tom-4-balor-kniga-komiksov-2489233,https://content.img-gorod.ru/pim/products/images/9c/11/018edafd-4a7a-7a67-81ab-81782fa79c11.jpg,Бесобой. Том 4. Балор. Книга комиксов,,829 ₽,Евгений Федотов

https://www.chitai-gorod.ru/product/smert-doktora-strendzha-3015734,https://content.img-gorod.ru/pim/products/images/ff/40/018f61e4-4fc6-78d0-a1a6-6d5350c2ff40.jpg,Смерть Доктора Стрэнджа,939 ₽,761 ₽,Джед Маккей

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-3-krizis-dvuh-mirov-tom-3-2985645,https://content.img-gorod.ru/pim/products/images/d4/b8/018f617d-1d0b-72c9-bd50-90191854d4b8.jpg,W.I.T.C.H. Часть 3. Кризис двух миров. Том 3,1 759 ₽,1 508 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/konan-polnoe-izdanie-tom-2-3043615,https://content.img-gorod.ru/pim/products/images/7c/ce/018fde70-86a8-75f9-8fd6-9398087a7cce.jpg,Конан. Полное издание. Том 2,,2 929 ₽,Курт Бьюсик

https://www.chitai-gorod.ru/product/deshevo-i-serdito-tom-3-vyhod-na-perron-2858705,https://content.img-gorod.ru/pim/products/images/d9/6d/018f5f85-25cd-75c1-93ed-47dd8578d96d.jpg,Дёшево и сердито. Том 3. Выход на перрон,1 379 ₽,1 138 ₽,Мария Протас

https://www.chitai-gorod.ru/product/the-boys-pacany-tom-8-parenek-s-shotlandskih-gor-2919022,https://content.img-gorod.ru/pim/products/images/40/c1/018f5fee-c787-7711-82ba-683a350f40c1.jpg,The Boys: Пацаны. Том 8. Паренёк с Шотландских гор,1 209 ₽,604 ₽,"Дэрик Робертсон, Гарт Эннис"

https://www.chitai-gorod.ru/product/fantasticheskaya-chetverka-nestabilnye-molekuly-3032691,https://content.img-gorod.ru/pim/products/images/90/a1/018f61ef-d039-7869-9fb0-2b24b40090a1.jpg,Фантастическая четвёрка: Нестабильные молекулы,849 ₽,696 ₽,

https://www.chitai-gorod.ru/product/zakon-sansary-tom-1-3004746,https://content.img-gorod.ru/pim/products/images/10/2e/018eed35-7bc6-716d-ab24-35937f7f102e.jpg,Закон Сансары. Том 1,1 359 ₽,1 056 ₽,RafMilk

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-2-mest-nerissy-tom-3-2943162,https://content.img-gorod.ru/pim/products/images/23/35/018f60ab-9a86-7270-a649-a2bc02f32335.jpg,W.I.T.C.H. Часть 2. Месть Нериссы. Том 3,1 759 ₽,1 508 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/bubble-gam-almanah-8-kniga-komiksov-3043372,https://content.img-gorod.ru/pim/products/images/a6/d4/019002f8-50c8-7a76-b5e8-5482affba6d4.jpg,BUBBLE ГАМ. Альманах # 8: книга комиксов,,499 ₽,"Алексей Горбут, Кирилл Кутузов"

https://www.chitai-gorod.ru/product/w-i-t-c-h-chast-3-krizis-dvuh-mirov-tom-2-2979309,https://content.img-gorod.ru/pim/products/images/5f/33/018f615a-97c8-793b-ba0d-4e23bd525f33.jpg,W.I.T.C.H. Часть 3. Кризис двух миров. Том 2,1 759 ₽,1 508 ₽,Элизабетта Ньоне

https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-graficheskiy-roman-3036111,https://content.img-gorod.ru/pim/products/images/ad/54/018f58d8-afb3-73cd-b7b3-8c69ce79ad54.jpg,Преступление и наказание: графический роман,2 199 ₽,1 632 ₽,"Александр Полторак, Дмитрий Чухрай"

https://www.chitai-gorod.ru/product/peremirie-3008740,https://content.img-gorod.ru/pim/products/images/4c/73/018f61be-4452-7149-9d0e-35d7c34d4c73.jpg,Перемирие,1 379 ₽,1 138 ₽,Чу Чугуй

https://www.chitai-gorod.ru/product/zvezdnye-voyny-epoha-respubliki-obi-van-kenobi-2967880,https://content.img-gorod.ru/pim/products/images/ce/87/018f6135-be38-71fe-8519-14467c99ce87.jpg,Звёздные войны. Эпоха Республики. Оби-Ван Кеноби,309 ₽,260 ₽,Джоди Хаузер

https://www.chitai-gorod.ru/product/legendy-bubble-reki-straha-net-kniga-komiksov-3022089,https://content.img-gorod.ru/pim/products/images/7e/8f/019002f7-fadb-7bb0-b6e5-e9ac88477e8f.jpg,Легенды BUBBLE. Реки. Страха нет: книга комиксов,919 ₽,619 ₽,"Мария Васильева, Андрей Васин, Наталья Заидова, Алексей Замский"

https://www.chitai-gorod.ru/product/konan-polnoe-izdanie-tom-3-3043616,https://content.img-gorod.ru/pim/products/images/f2/b5/018fde70-9437-76b1-8c01-9a26eae1f2b5.jpg,Конан. Полное издание. Том 3,,2 929 ₽,Курт Бьюсик

https://www.chitai-gorod.ru/product/dart-veyder-temnyy-povelitel-sithov-2828322,https://content.img-gorod.ru/pim/products/images/97/39/018f5ef2-57ec-7674-9564-422fef359739.jpg,Дарт Вейдер. Темный повелитель ситхов,3 749 ₽,3 263 ₽,Чарльз Соул

https://www.chitai-gorod.ru/product/amerikanskie-bogi-ya-ansel-2723245,https://content.img-gorod.ru/pim/products/images/c4/88/018fae80-0e4c-7021-924f-109cfdfac488.jpg,Американские боги. Я Ансель,1 549 ₽,433 ₽,Нил Гейман

https://www.chitai-gorod.ru/product/dyuna-graficheskiy-roman-tom-2-muaddib-2981221,https://content.img-gorod.ru/pim/products/images/14/1a/018f6160-0b90-7aee-8134-a5cdb5b5141a.jpg,Дюна. Графический роман. Том 2. Муаддиб,1 479 ₽,1 248 ₽,"Кевин Джей Андерсон, Брайан Герберт"

https://www.chitai-gorod.ru/product/moy-sosed-hayao-artbuk-po-motivam-tvorchestva-miyadzaki-2833676,https://content.img-gorod.ru/pim/products/images/38/42/018f5f09-5755-7886-bd35-005ab2903842.jpg,Мой сосед ХАЯО. Артбук по мотивам творчества МИЯДЗАКИ,2 309 ₽,1 996 ₽,Рамин Захед

https://www.chitai-gorod.ru/product/skazanie-o-chernom-znahare-volhv-i-razboynik-3055188,https://content.img-gorod.ru/pim/products/images/a7/86/01910894-e1bb-7f7c-9b95-5f783d87a786.jpg,Сказание о черном знахаре Волхв и разбойник,,919 ₽,Анна Приходько

https://www.chitai-gorod.ru/product/tenek-3055535,https://content.img-gorod.ru/pim/products/images/2d/9e/0191037e-b558-707b-9038-54f5c74f2d9e.jpg,Тенёк,939 ₽,761 ₽,NIXTASY

https://www.chitai-gorod.ru/product/the-last-of-us-odni-iz-nas-amerikanskie-mechty-2771302,https://content.img-gorod.ru/pim/products/images/c8/47/018faed8-950f-7ba7-906a-464ae096c847.jpg,The Last of Us. Одни из нас. Американские мечты,1 069 ₽,878 ₽,Нил Дракманн

https://www.chitai-gorod.ru/product/naydi-drakona-2974902,https://content.img-gorod.ru/pim/products/images/7d/ea/018eea6e-07be-7ce7-9269-fe920db17dea.jpg,Найди Дракона,,549 ₽,Роман Котков

https://www.chitai-gorod.ru/product/moy-navyk-kopirovat-sposobnosti-drugih-tom-2-3012537,https://content.img-gorod.ru/pim/products/images/7b/34/018eedb8-23e9-7a2d-8ba0-526a5b867b34.jpg,Мой навык: копировать способности других. Том 2,1 149 ₽,880 ₽,

https://www.chitai-gorod.ru/product/hroniki-sialy-kradushchiysya-v-teni-tom-1-3035300,https://content.img-gorod.ru/pim/products/images/18/dc/018eeec7-4a55-7e90-9af6-03ce99f318dc.jpg,Хроники Сиалы. Крадущийся в тени. Том 1,,1 459 ₽,"Алексей Пехов, Дмитрий Чинов"

https://www.chitai-gorod.ru/product/deshevo-i-serdito-tom-2-vyhod-k-elektropoezdam-2833678,https://content.img-gorod.ru/pim/products/images/3f/2f/018f5f09-a98b-7acf-9aff-fec3ab883f2f.jpg,Дешево и сердито. Том 2. Выход к электропоездам,1 539 ₽,1 307 ₽,Мария Протас

https://www.chitai-gorod.ru/product/besoboy-t-5-metro-2509350,https://content.img-gorod.ru/pim/products/images/cd/5e/018edb89-ef98-7792-9e27-cd636a03cd5e.jpg,Бесобой.Т.5.Метро,,829 ₽,

https://www.chitai-gorod.ru/product/r-znachit-regress-tom-2-3049901,https://content.img-gorod.ru/pim/products/images/67/ac/0190701d-e1b0-73b5-a3f8-f9c2f43e67ac.jpg,R значит Регресс. Том 2,1 989 ₽,1 376 ₽,Темур Шельм
